,from_to,week1,week2,week3,week4,week5,week6,week7,week8,week9,week10,week11,week12,week13,week14,week15,week16
105,France-Czech Republic,6119.527150999992,14979.03995700002,15123.85386600002,18461.98637800002,8818.754488999992,7643.205974999996,7442.288499000009,4803.627360000002,4661.885773000005,6919.544806000001,7616.156311000002,3399.405189999999,2020.257714000001,1366.177103999999,1795.313272000001,6663.771316000007
106,France-Denmark,49306.802237,59759.854418,62513.23696000005,57740.64852099997,51584.53004200006,67010.75986099997,56560.20214899998,59659.58072999999,43109.33511999994,37930.65694299997,33169.08747400001,32315.042154,22173.34609200001,29261.53556199996,30984.59764599999,56183.88586499998
107,France-Greece,14307.56570199999,6662.428283999991,2743.627198000001,1461.696090999998,1667.174266000001,1358.57886,1372.734692,1506.095179000002,1518.756566999999,3821.201957999996,1117.764580999999,3568.690429999999,2399.325443,882.9622510000015,1157.190338,5423.487752999989
108,France-Hungary,7431.361247000001,6708.734786000003,13881.37474299999,6666.196404,4132.082759999993,5497.945541999995,2702.015340999999,5724.646717999996,4339.782834000001,2656.551894000002,3537.953012999999,990.193433,1144.228478,3091.582673999997,4268.835613000003,7251.401725000007
109,France-Ireland,1311.781058999999,1968.60187,1050.405208000001,1014.008278,1042.814597,896.3333920000001,1813.238198,619.8169569999997,1197.984098,1228.429459999999,893.0602239999998,2031.492942999999,407.5105290000001,416.7958879999994,408.4458319999999,1642.800773
110,France-Israel,1549.640625000001,1421.387505999998,1708.356864999998,2508.302375,2286.632763999999,1884.496361000001,1357.798316,1601.437440000001,1011.115626,1328.494967,841.6557690000008,772.3974779999999,2781.325491999997,448.3282489999999,641.3185020000003,909.2887859999988
111,France-Italy,6048.346851999992,48150.381578,64203.73897700005,12542.72316499998,3889.033717000003,8814.609560000003,4386.121175000001,5918.431093000004,5126.774340000001,3472.359978,1869.027696999999,1359.621005000001,1512.118892,1103.785866000001,1483.926446000002,7551.281723999998
112,France-Luxembourg,757.8178939999997,0.0,85.59669899999999,947.8495570000002,364.329583,552.3218939999999,580.1189760000002,366.3827540000001,967.5675000000002,734.1655579999992,213.6614479999999,0.010796,0.0,0.0,0.0,0.0
113,France-Netherlands,8516.912114999988,10888.417368,4325.011781000005,4016.470022999999,10920.370727,7192.620994000001,3500.341147999999,16156.672214,83912.74008699997,78005.24822299997,131874.305508,71674.37822899994,93634.586945,73413.95772400005,79380.25005500001,6469.360024999992
114,France-New York (USA),107327.141608,123244.206391,143050.7152019999,177061.0474859999,75404.04798899996,95789.568248,89015.34526899995,102756.504102,56816.64196899998,5313.192974000001,6502.380462000006,4724.435253999999,6765.41563,5276.523896000003,5187.804383000002,94820.759685
115,France-Poland,20078.86182100001,20147.17156000002,18580.06185200001,16313.05072,13685.864752,11924.469325,7649.190895000005,4970.125159999999,4352.410713,8873.109643999993,3082.848445000001,1612.746171000002,1160.395759000001,1014.884977,1130.124153,20133.10065
116,France-Portugal,6378.415349999996,3704.311196,4887.686374,5387.083955000001,4618.217641000001,4097.602135999998,3567.647893999999,3346.673650999998,2598.139629000003,1598.955679000003,1593.407325000001,536.6120600000002,729.2298610000005,1489.785922999999,1625.035,3582.460335999997
117,France-Slovakia,2024.243661000002,3422.888155,2995.750491999997,3026.166435,2499.367970000001,2640.79044,1331.961282,1003.392152,1095.377275999999,1612.696448999999,753.7754080000013,541.4341879999998,255.1181050000003,267.571096,324.675416,2087.729095
118,France-Slovenia,6377.687204000002,6809.335292999997,6702.889835000001,6578.354733999994,5817.530996,5136.530874,5744.70864,4054.621992999996,2941.674425,3062.838222000004,1665.828490999999,552.0370830000008,512.6827479999992,593.0175950000001,675.7799020000001,6104.901797000005
119,France-Spain,32615.55610499999,27279.79357500002,27887.76318400001,22257.99710400002,20471.98998100001,21756.85690099998,17016.873088,24569.54052500002,16628.42845700001,11582.30763000001,16845.91344900001,9039.241663000004,11196.076079,15811.219657,15991.30743199999,31466.996466
120,France-Sweden,23839.59040399998,24324.949023,26616.943335,36364.04442500004,50169.12335100003,69789.87865000003,47848.41703700004,41232.82670200001,55344.37759900001,37841.52172999999,45977.86383199994,48514.29567400002,28295.920815,76220.687884,88627.59813200001,23995.35518299998
121,France-Switzerland,62204.501806,43684.96179199999,44187.83864399994,42941.60107800003,28952.09434000001,98274.07541499998,46681.93463500003,49482.57364699998,54854.20194200002,59335.46460899998,37462.437171,21895.87138199999,7882.863903000002,11501.684798,13177.26068799999,67841.36732600008
122,France-United Kingdom,67492.93055699999,41975.55257399998,52031.52994800003,36913.881572,32362.68150400001,40872.88005799997,57683.44018200002,53698.02188700003,49539.40299000005,27716.544645,31369.538334,13744.610177,23989.73042900001,18118.54040100002,10388.621715,57322.06329500004
123,Greece-Austria,2098.932729,2960.609143999997,2894.417080999996,4210.062293,3324.777007999998,137847.990243,242864.560185,74406.51163199988,29587.350172,40139.33859799999,42015.17580499996,45958.56470500003,47615.83865399996,88256.46351499997,112173.1197140001,2473.974316999998
124,Greece-Belgium,1972.959040000001,1743.857181999999,1820.689234,2504.547592,1557.741027,2514.460427000001,1667.357926999998,1877.228030999999,1605.812578,1542.127838,1187.357574,782.291090000001,1591.645898000001,1660.808055,1989.706312,3037.614546
125,Greece-Croatia,4852.949044999997,4427.378041000001,4936.736326000002,4920.106441000002,3698.864410000001,4550.475329999999,4504.427628000003,4048.153484000002,2580.703679000001,1488.121026,1045.158709,1636.776316999999,1242.943315,2255.064135000001,2348.625534000002,3925.302333000001
126,Greece-Czech Republic,6197.878951999989,6415.020829,6987.264850999999,5872.323490000002,3755.279216999997,3983.647831999999,2344.695634,3541.402472000001,3933.545708999998,2845.739857999998,3312.150847000001,3669.470064999998,2536.919486999998,2981.427276000004,3613.714711999995,9698.323296999995
127,Greece-Denmark,745945.2928090006,3026647.335932,2916579.011109999,3164186.310602,2688297.326823997,2681502.885564999,2514323.516812001,2602733.934229,2710797.907074001,2057227.602295,2364112.088319001,2239562.477882,1869015.951125002,2405863.052223999,2544347.277225999,2028493.809388
128,Greece-France,5271.29955800001,4641.797047999999,3872.821409000001,3841.743903000002,3345.524363999999,2568.880605,3013.260336000001,2991.995811999998,633.2297120000002,1647.440238999999,586.6828019999995,9.158447000000002,3.792573,10.911227,0.0,3222.417676
129,Greece-Hungary,8898.927498000012,9916.925674000004,12083.00349200001,13228.41068000001,9907.047693999988,94711.30495700004,74047.45743800006,26380.73363599998,20964.780044,21769.92880699999,20810.699814,52154.06951800003,213433.5365519999,256588.1484190002,274444.6509399999,11163.566464
130,Greece-Ireland,246.7268319999999,527.2225050000003,378.5955069999998,415.9559619999999,686.0724550000002,468.9307670000001,278.4652860000004,158.9123869999998,249.2402009999999,213.1071709999999,430.568506,196.139899,250.5713039999999,306.7895900000002,423.7223460000002,306.3184830000005
131,Greece-Israel,647.0622080000005,483.9621650000003,1015.543126,729.5546519999998,1054.657464,1023.241328,434.9690370000001,717.1455890000001,656.372314000001,375.7742090000003,526.782226,827.7743000000006,436.4672720000002,690.4811710000001,486.5454220000002,484.2435460000008
132,Greece-Italy,4950.934179000002,5101.356360999996,11907.240844,1228.040623,1190.084061999997,544.4385609999996,953.203728,1982.601091,2181.607756000002,3599.290030000005,3874.868162000003,3671.158936000002,3428.314188,5763.128027999998,6239.192401999998,4863.311066000003
133,Greece-Luxembourg,50.18725699999998,0.0,19.395066,106.4732900000001,86.83225800000005,63.65812800000004,146.469184,188.8693060000001,192.0842160000001,191.7753359999998,122.079201,0.01507,0.16487,1.302879,1.477645,0.0
134,Greece-Netherlands,13256.00735800001,13529.52338200001,13599.51445000001,14665.487545,10908.991434,11186.001852,8377.233697999998,8180.881923000012,10556.66767699999,13699.91531199998,15621.752611,13027.366412,12730.671396,13498.320206,15640.933553,10433.71148700001
135,Greece-New York (USA),38203.34216000004,31910.76142699998,33772.38516099999,30909.63940099996,8555.360917000002,7374.861080999998,10565.72501600002,11787.458471,6632.655867000004,4233.595937999999,4441.813246,3147.822610999998,3236.918585999998,4986.228176000003,5542.855429000004,33072.21748299996
136,Greece-Poland,9958.240077,9786.820392000016,10044.42658899999,9688.712748000013,8129.820275000001,8141.707974000005,4471.213363000005,720.3846770000002,45.06153900000001,384.018789,590.4748640000003,1065.932849,675.1889200000006,0.0,0.0,9401.813065000008
137,Greece-Portugal,2771.380421999999,2631.298203999999,2734.741923000002,2564.974613,2535.407802000002,2340.712513000001,2489.732522,1551.243619,1710.321702999998,1422.580736999999,1110.52049,837.857145,768.9597260000004,1130.139169999999,1358.056362,3237.540614999999
138,Greece-Slovakia,1328.042755999999,2819.447193999999,2204.954760000001,2479.896427,1574.893345,2126.57502,1501.604724,2187.533582999997,1726.369261000001,1275.460561000001,1346.880644000001,1090.422415999998,917.3664750000004,1452.443982,1478.474566999999,1552.178290999999
139,Greece-Slovenia,8028.991661000003,9401.282354999998,7252.713724999995,9062.427231999993,7106.588945999993,6660.192083999998,5996.764850999999,5902.233959000007,4856.308311000001,3843.325358000001,4519.306825,6773.951828999996,5346.613982000003,6322.007461,6677.210080000003,8192.587698999987
140,Greece-Spain,5532.571618999992,6363.420163000003,5885.456117000005,5378.483496000004,4838.785573000001,4317.836165000006,2230.102841999999,3564.346620000002,3091.519927999999,2411.685530999998,2298.971353,2632.291417999997,2401.480579999999,2876.509581999997,3285.722850999998,4047.210698999997
141,Greece-Sweden,1932434.797711999,146359.8199399998,270542.0702240002,391372.3767280004,214470.3664029998,169233.4037460002,160194.690758,165577.9803360001,118014.325018,71534.87879899998,117441.8018789999,106724.457785,116854.2570939999,115787.9961409999,129883.8675839999,826256.0175380006
142,Greece-Switzerland,5883.201415,9330.117462,10067.18668600001,5286.894621000005,10556.370214,14304.130637,115853.657733,159528.1905810001,20426.96732299999,22994.22487500001,21735.375259,39481.27239699998,133206.5977190001,191297.6331189999,168935.6924009998,6655.223256000001
143,Greece-United Kingdom,453724.6283259998,523692.5017269996,495669.2928389998,524332.2942809996,485766.0865919998,342562.9225589999,249478.4450260001,249341.264744,246733.947475,208533.7603619999,237143.534922,199174.110672,16440.50039799999,26573.70980300001,26312.11210400001,481444.1351800006
144,Hungary-Austria,5797.885639000001,5947.955652999995,6274.955596999995,7490.723526999993,5775.993454999995,281662.6858829999,510560.4925269996,715938.9214889999,1367626.719919,1682081.766567999,1912589.820612003,1890873.275811,1931574.277684,2166330.35189,2210371.689407,5653.174528999998
145,Hungary-Belgium,3919.374775000002,2486.957487999998,2583.478633999997,2682.442615000001,1614.433727999999,1445.71427,1386.945790999999,1757.509406999999,1784.536727999999,2037.371527999998,1732.549183000001,1270.939616999999,1496.752139,2684.610454999998,2346.490147,3089.778503000002
146,Hungary-Croatia,635681.7545359998,574929.4720990004,641677.7333680001,582996.475484,539262.6464069999,422086.0301950006,493130.9787049997,471015.7873259996,367535.3905020004,226501.0282990001,228626.7227829999,231397.0883419998,319861.5805439999,393826.0382769998,412697.5528610001,626786.9411400005
147,Hungary-Czech Republic,19231.88026200002,21968.91360899998,21753.57141399997,15450.722342,18617.10110600001,15936.898231,2694.962242000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17387.32665700001
148,Hungary-Denmark,821866.2171029994,2173439.025049999,2197088.979345,2210336.263882,1919403.806972001,1898691.770549002,1420631.754079999,1322795.788611999,672921.025041,235492.3612109998,205223.917474,199632.3356079998,193094.9643770001,199920.0779340001,207912.1536990001,1995944.683957001
149,Hungary-France,6388.720338999996,7105.787086,4405.096294,4670.426475,3679.935772999996,4663.836328000006,3131.961124000001,2309.242621999999,686.5280560000003,1602.175076000001,610.3688810000003,0.004442,4.263679,39.67689499999999,0.0,4765.321728999991
150,Hungary-Greece,5711.869066999998,5908.257005999998,1312.649329000002,497.606456,440.5322300000004,389.9841390000001,393.0567959999999,338.8899519999997,340.9083079999996,438.7099979999999,308.179465,270.6307969999996,312.0983279999999,319.024322,334.1144409999999,6329.700189000007
151,Hungary-Ireland,616.5151809999995,334.1839520000006,234.1454810000001,332.5615600000002,745.4395420000002,186.4766699999998,564.5060950000009,156.4662130000002,1250.556522000001,293.7379860000002,238.0193640000003,255.6261030000001,342.9442780000005,179.2437420000002,160.2435849999998,344.799512
152,Hungary-Israel,192.254259,253.8331710000002,511.5976400000002,266.4699200000001,387.913419,450.3143340000001,192.4760909999998,1868.291862999999,247.3384209999998,137.2152609999998,358.5157810000006,223.0567829999996,260.3225419999998,251.6318810000002,206.0133660000002,295.7161939999998
153,Hungary-Italy,422.3925190000004,2092.464169999999,4125.473387000001,1183.826530999999,539.5611759999999,397.3700530000003,1482.857226999999,1665.765220999998,40.64969800000001,43.62443500000004,933.8261480000002,3472.453322,3123.023059000001,4118.232083999996,4458.390821999998,799.3428689999985
154,Hungary-Luxembourg,106.9266259999999,0.0,6.961487999999997,43.92073399999997,51.41544999999996,68.77928299999994,35.17846099999999,120.1107890000002,44.77191600000005,45.93724000000002,21.26177899999998,0.0,0.731231,0.127026,0.116398,0.0
155,Hungary-Netherlands,29945.436667,24951.30563400002,22890.381028,29060.93265800001,22657.24449300001,18490.670556,10079.736236,10823.322536,16461.909953,14715.805712,16124.47999899999,17349.72924499999,14307.10576899997,17119.99426900001,17566.96559399999,22187.89442799999
156,Hungary-New York (USA),56678.530789,38396.69893900003,34832.67441100002,37697.09274,11170.576765,9395.730829000007,10771.13964099999,14066.51328299999,5123.373489000006,2682.956926000001,3402.007516999999,2506.453145999999,3193.914147999997,4300.341386999999,5282.341474000003,42476.70411100001
157,Hungary-Poland,19766.19308699999,17393.45050499999,27579.77817099998,22831.92733500001,18280.39978999998,14588.18979100001,12940.82267599999,1194.152788,3.010788999999998,364.9392500000005,1207.780257000001,1224.275033,1862.351255999998,0.0,0.0,22348.38244899998
158,Hungary-Portugal,2524.780901999995,1787.779988,1597.892499,2299.285303999998,1531.838023000001,1255.532369,2218.922871000001,1345.347188999999,1360.87753,931.302875,1030.613926,979.4717780000008,659.2687189999997,702.5017790000011,545.5053240000004,2135.774329999999
159,Hungary-Slovakia,20904.45131999998,11967.271607,11383.04823999998,15153.75978999999,11689.71107800001,11897.893742,5997.918432999997,6930.662242999999,3661.377264,8750.999626000003,4203.436167000003,3640.213557000001,5969.595468999997,5077.127980999993,4976.943102999995,15015.29794299999
160,Hungary-Slovenia,46502.67144599999,14731.125761,13564.340882,14756.22874199999,13398.34544700001,11018.479399,9893.273385999992,9765.285961999994,10227.044322,9148.961012000014,9125.564421000005,11818.80159099999,7614.803944999995,12751.70128499999,11383.360267,14926.38686800001
161,Hungary-Spain,4809.879851000003,4025.818086000001,3453.834576999996,4236.300483000001,3223.748873999999,2974.594448999998,712.3365260000002,154.4472159999999,538.5746079999998,529.1440280000007,358.2654349999998,696.5105709999997,852.2945769999992,734.3201469999992,880.5628209999994,4876.049465000001
162,Hungary-Sweden,1741205.849011999,146571.4714620001,263631.9071379999,252579.447471,200767.7768980002,146424.574015,121496.802745,108055.019635,64385.56239900005,60645.08847399996,102696.6277659999,105014.3896449999,104965.625556,110722.710454,104640.137978,569771.2928120004
163,Hungary-Switzerland,23250.70941600002,50269.44505699996,49226.90700399997,57856.30312500001,62182.81421100001,32324.442089,36710.88107800006,33243.636314,24485.011098,23320.86556699999,27637.59504900001,31776.41941300002,25989.80363299998,27513.12089300004,27862.84496200002,40611.80699099998
164,Hungary-United Kingdom,14683.44455899999,13651.62710699999,12606.91531500002,10561.54612500001,9636.45384200001,9525.841041999993,6690.993089999994,5588.386944999997,4130.780251999997,4173.957562999997,4850.353186999999,4464.943848000002,3599.262246000004,5425.507858000001,6765.975466999995,15458.70708099999
165,Ireland-Austria,4384.859216,1193.618758000001,5018.662878,19164.08047099998,12103.370774,5882.506289000006,2793.40621,2182.153323999998,196.480203,408.2051420000001,500.6001390000001,653.9107120000009,152.0576700000004,30.045821,56.52316100000001,5008.373123999996
166,Ireland-Belgium,460.1472190000003,518.4907649999999,512.9367300000006,766.2908279999997,1581.385649999999,14936.70585600002,1773.419712999995,678.9631719999993,467.1937340000006,647.8263880000002,709.308604,850.7140779999984,1254.797151999998,688.2740490000002,684.3296560000008,670.1055580000004
167,Ireland-Croatia,430.356957,210.4983180000004,358.2197930000001,579.0597569999995,221.2975480000002,180.2463510000001,167.993607,136.0042099999999,130.861807,131.9807039999999,62.46558100000004,119.033166,697.9851260000002,1301.668342999997,345.717611,365.983561
168,Ireland-Czech Republic,778.3641719999994,695.4528500000002,2701.360227999998,975.1886480000012,1185.730362999999,3413.646037999999,349.329569,1202.961942999998,535.0744920000006,508.2958740000005,1774.353391999997,529.1488980000005,733.4691530000001,431.7479650000002,351.4921720000004,725.3730159999993
169,Ireland-Denmark,3367.305789000001,5727.046504000002,10245.98177399999,15294.966626,16413.19203799999,160029.2858159999,103562.300658,100939.162042,14581.64570899999,12465.65624700001,14030.01170900002,12182.36546799999,10870.76267900001,11579.090971,11770.01035800001,5212.465805999999
170,Ireland-France,4401.202684000001,19575.45694700002,6022.557337000005,4805.874205999999,3832.331285000001,5700.914204000001,2174.557056999999,2884.395428999998,2460.908648999998,1907.112579,1919.555552,1493.866865,2081.002343000001,2225.997456000003,2173.470700999999,5227.761197
171,Ireland-Greece,726.1908420000003,1206.941466999999,291.7940970000017,88.97764099999999,156.9017050000001,167.4047900000001,148.6495300000002,256.9967880000002,433.0600940000011,170.177691,334.1353670000002,180.483295,183.4166099999998,175.430475,179.9212279999998,1177.799552
172,Ireland-Hungary,6367.372074999991,1808.836250000001,2551.106006999998,1245.120193,1297.288366999999,2826.817077,1905.960412,2320.966338000002,1636.205058999999,942.8057739999994,1239.291433,1353.932915,944.9293450000006,1777.222578,2429.871911000001,3766.316638000001
173,Ireland-Israel,126.5098979999999,213.2986269999998,123.5866939999998,120.9304419999998,223.7919420000001,209.7460419999999,203.2102210000003,151.503148,135.7695909999999,214.010237,580.2049529999988,388.1127009999993,105.0333079999998,68.76036700000007,115.749684,426.0318010000008
174,Ireland-Italy,2211.037405999999,2798.777467999998,1519.753648999998,1017.690806,1307.664259999998,932.837318,203.956598,655.8735290000002,193.709411,193.4659860000001,224.1522910000001,200.4163910000002,97.39412299999988,98.43649899999993,141.7309120000002,3181.965226000003
175,Ireland-Luxembourg,17.19334900000001,0.0,2.868525,24.12385900000002,7.545642999999997,1058.917742999999,6.626094999999999,25.84189800000001,42.003157,6.97709,4.708372000000002,0.798484,0.0,0.0,0.0,0.0
176,Ireland-Netherlands,1440.082717,1672.950124000002,2038.955219999999,1544.102858,2095.868117000001,2402.220460999999,1386.529520000001,1022.798507000002,2989.98955,4615.542878,4382.368750000005,5545.993455000003,5474.089077000004,4150.485233000005,4619.934385999997,1778.687281999999
177,Ireland-New York (USA),350.8828870000001,2106.667230000003,17103.38788500002,20472.90978899999,11619.763598,13050.77835299999,7740.87277,6235.717869999998,2969.002303000003,1950.949682999999,2245.226476000001,2490.630979000003,1592.416474999998,2390.909197,2384.518456999998,532.6343810000006
178,Ireland-Poland,1983.430613999998,1535.827307,1708.340096999998,1947.345267000001,1877.583192999997,4956.759285000003,1262.559374,1019.090579999999,1154.604226,1462.195491999998,1204.545907999997,1706.234074000001,1546.525861000001,269.4718429999999,337.7184439999999,2116.436575000001
179,Ireland-Portugal,1367.637957999998,1006.898227,5353.736334999999,15388.82847699998,4371.900781000001,5417.642507999993,1530.743101,1293.304943999999,2286.845380000001,1472.538396999998,906.9525989999996,3083.842457999996,658.9100309999998,1315.744315,1183.547634999999,772.8627889999999
180,Ireland-Slovakia,292.2948699999999,247.9315610000002,238.91936,677.8563249999996,202.4824679999998,306.9825460000004,141.6886530000001,274.2580290000003,148.2027570000002,231.4279560000008,77.04300499999998,111.2167159999998,247.5006179999999,217.360976,166.1311440000002,285.5001160000002
181,Ireland-Slovenia,331.820146,245.603452,221.8738400000001,398.9009439999999,465.4723700000004,807.686043000001,492.275527,708.4597759999997,578.5882090000002,528.5807819999997,622.6625079999995,531.1829039999993,767.1209109999991,701.5813519999995,734.5888759999997,542.640216
182,Ireland-Spain,3202.857495000002,2366.182628999998,2198.454144000003,4126.509618999996,3325.618518,4037.779038000001,1918.942285000001,2100.531603000001,1725.878687999998,1449.394175000001,5555.385320000008,2936.505777999998,1345.778496000001,16600.440409,23756.21417199999,2750.806123
183,Ireland-Sweden,5506.288740000008,3698.901023999997,5670.873954000002,5561.921591000002,16024.63227100003,32786.95974900001,16656.77902599999,16393.141137,15889.501451,12617.939298,16231.74519400001,16217.05234000001,17922.96373399999,17220.747034,17821.85923600001,3767.917432000003
184,Ireland-Switzerland,297.4771889999996,662.084672,610.7663949999999,1280.795669,1158.027457000001,1754.944201,1072.983239000002,1273.955872000001,877.3115269999997,792.063847,1027.390012,1242.054806000001,1404.909885999999,1181.938736000001,1341.42578,616.2454339999994
185,Ireland-United Kingdom,666.9266310000004,1365.335734000001,877.4175880000006,992.6437669999996,3944.863088000002,1580.616816,2071.529267,3338.888130999993,1804.469542,931.2880910000002,922.9821749999996,1571.931659,1594.339525000002,992.0502420000008,834.1635720000005,732.6357379999997
186,Israel-Austria,132.8319739999999,231.877734,193.8115729999999,142.1657290000002,104.850544,11040.72448699999,13297.02508500002,3507.630021999995,2463.03857,8083.658863000001,13052.794479,11089.70567899999,10076.555715,11590.946093,13041.77820800001,106.6834229999998
187,Israel-Belgium,81.91001199999992,134.8494330000001,105.2642709999999,108.312733,84.77814900000016,128.1816509999999,218.932059,226.6731959999999,177.5059839999997,144.4747740000002,178.6726639999999,365.0698329999996,225.5590830000001,197.3539729999999,203.387588,131.049883
188,Israel-Croatia,25.61412700000001,71.74586400000003,141.7772450000002,42.16276300000001,21.96634199999999,28.68693599999999,21.53330500000001,106.1993199999999,19.89866,10.85309300000001,11.53601500000002,40.87720500000002,9.309254000000005,9.879359999999982,8.156935999999977,40.474138
189,Israel-Czech Republic,289.5737560000003,175.8705429999999,177.8831739999999,89.02681000000005,72.03348099999998,92.93464,43.27731599999998,141.7210619999996,45.69114900000002,30.113462,27.841383,53.30683900000002,138.2235960000002,50.02433799999996,45.19137199999996,95.5951219999999
190,Israel-Denmark,34377.12932200002,133840.272114,141466.1855669999,119570.9045980001,107065.854171,144243.909923,131055.1651240001,142345.3324120001,129866.259883,96171.597756,118097.477749,124215.2571710001,115718.911806,119816.9426560001,121677.444137,91705.36135700006
191,Israel-France,597.5050659999999,780.3242819999995,1019.005656999999,662.9502830000002,1131.924795,1155.677968,562.052561,809.5615520000008,553.5398779999995,616.7696240000006,396.8370970000006,920.5009619999998,438.9657339999993,407.6881730000002,455.5939449999999,480.6490269999998
192,Israel-Greece,294.155882,662.4729780000002,107.6694809999996,58.61471700000005,48.37083200000005,122.6915439999999,48.69556900000006,55.42791100000004,68.32434100000008,171.893177,135.7996129999997,432.8173910000003,216.4101820000001,91.370548,77.1057489999999,211.5875239999998
193,Israel-Hungary,306.8661690000001,349.0542990000001,840.7306730000004,433.4614740000001,420.7719929999999,3833.892829999999,2823.705810999997,1315.300483999998,1096.976624999999,922.1528780000004,924.9822099999994,1819.815221,7151.412016000005,10266.09474199999,10496.35762599998,410.6821899999998
194,Israel-Ireland,45.71061200000005,27.91206699999998,32.76183,17.01298200000003,18.10612900000004,18.10089200000003,35.01890699999997,22.92957899999999,21.15059100000003,17.23842200000003,33.85549400000009,35.12660100000008,22.02944200000004,20.14146700000002,20.37561400000001,48.18203200000001
195,Israel-Italy,608.1629799999998,995.7939629999996,1148.686782,996.681729999999,925.8305109999998,3142.782544,1149.475988000001,2520.944396999999,2586.053019000003,2950.616753000003,4742.386228999999,4324.077374999999,3764.785559999999,4093.386242,3816.422166999998,525.8006999999999
196,Israel-Luxembourg,1.899043999999999,0.0,2.517924,1.462516999999999,2.729010999999999,3.950354000000002,1.571433999999999,1.771393999999999,3.306282000000002,1.909120999999998,1.690925,0.002699,0.0,0.0,0.0,0.0
197,Israel-Netherlands,519.905932,732.5299089999995,816.9039049999996,535.6682910000003,573.4475970000002,461.2731299999996,730.3772500000005,826.3799439999999,5374.54973,3678.143795999999,3212.850926999996,2898.332117000001,1677.065011000001,1469.668622999999,1491.123264999999,427.3195169999998
198,Israel-New York (USA),9735.908455999996,7306.682977,8022.877234,7134.728600000004,2864.559728,3228.503064,3851.530323999999,3258.227923000002,1704.449975,1142.503072,1331.117478999999,897.740163,1059.756802999999,1073.761761,1276.907101999999,8328.707908000008
199,Israel-Poland,257.6446969999998,238.0487680000001,236.305887,230.977083,199.854858,201.127652,118.11547,7.544487000000003,0.127309,4.495743000000001,9.171313000000016,40.86346600000003,35.44850699999999,0.0,0.0,232.716987
200,Israel-Portugal,97.8159259999998,71.2910620000001,91.30056799999998,40.70446100000003,78.60175099999996,168.3507890000003,24.45565399999998,134.229875,55.84433099999999,20.657785,49.193576,37.64204100000005,8.983787000000008,251.5707059999999,47.37698099999997,59.98284500000005
201,Israel-Slovakia,29.47350900000001,48.82797000000003,66.98121999999998,42.88954999999998,29.74588700000001,32.172711,52.39954800000002,58.45728300000003,43.42026300000005,13.38905500000002,16.12532000000002,17.72858100000001,105.3235739999993,15.06450500000004,12.84821100000005,112.5406939999995
202,Israel-Slovenia,103.0530279999999,197.978717,241.3034960000002,157.6021370000001,69.77985300000003,91.17265500000002,134.7297270000001,116.921062,118.498913,117.9571200000001,76.82434299999997,101.8523689999999,131.4103280000001,54.74415700000003,46.74459199999996,105.3721620000002
203,Israel-Spain,622.871673999999,562.812356,493.6971530000005,541.4512220000003,449.8056540000002,646.464354,693.5469140000006,774.6714680000006,1431.082906000001,660.2271720000003,733.217326999999,663.6176880000004,631.0545559999997,570.7342680000003,698.6115410000003,589.2689980000004
204,Israel-Sweden,82884.85900499992,5817.487702,13872.85045899999,12400.60262199999,14737.224149,14467.38193299999,13699.63473200002,14975.08549599999,10037.92134699999,2557.614500000002,3933.296891000002,4119.743980999996,4645.735928000002,3770.321349,4078.739628000002,32745.17691800002
205,Israel-Switzerland,523.0725280000004,3541.350951000002,6679.084673000005,4499.397423,4532.385232000001,2418.699942999998,8506.190828000003,18749.06452400002,8380.325528000001,1671.437451000001,1690.054649999999,4085.261907999999,7981.915071000002,8719.173907,7565.181428000004,2810.013943000002
206,Israel-United Kingdom,18732.49864300001,22303.510522,23154.508238,18497.22171200001,18967.22211199999,13212.16304299999,8421.39223000001,11641.22376400002,8238.295009,5982.190531999999,7222.587361000004,6141.490076999993,858.1174359999999,909.6341049999996,891.7780890000003,16982.46587
207,Italy-Austria,8394.89295700001,10984.33121799999,11507.87238499999,9431.713703000005,7762.082758000003,16504.915118,12658.407358,8944.792974000002,20448.12969000001,41825.82240899998,107952.090345,37098.96365900001,34897.82401499997,62960.196541,81289.55336299991,8223.944503000004
208,Italy-Belgium,8792.798009999991,9691.338747000009,10884.89060600001,10521.00479000001,8673.540716999994,12043.690512,7618.512972,11619.920657,11987.92725800001,9791.754478,9867.142711999995,9955.467306999992,9610.653478000002,7336.807025999988,7660.653357000008,9365.208937000005
209,Italy-Croatia,1289.939553999999,1825.559140999997,1292.800256999999,1374.826512000001,1080.366683,1466.139669,1338.038656000001,1572.420129,673.5733249999995,1046.178989,655.3192519999998,335.6497240000004,172.5628530000002,347.8755839999999,359.3460339999996,2511.757555
210,Italy-Czech Republic,6294.206542000006,18219.37430899997,6811.294171999996,4633.278855999999,3997.170316000001,3147.324903000002,8840.917119000009,1951.623562999999,1855.106117000001,1036.910839,1995.192278000001,1988.616719000001,3919.813553999999,2932.833935,2918.052310999996,5963.021021999997
211,Italy-Denmark,80813.94933900001,158410.8700659999,226261.9112950001,149012.0232110001,181926.03536,135616.2963199999,137321.2584029999,135719.753488,143707.8256500001,156566.1052509999,156522.0163970001,132378.8057089999,175424.4718979999,165382.839733,162692.5326469999,91823.45647899994
